Mercy College,64.4%
Ithaca College (IC),64.9%
SUNY College at Potsdam,65.3%
The New School,65.3%
Keuka College,65.3%
New York Institute of Technology (NYIT),65.9%
Morrisville State College,66.0%
Touro College,66.4%
Adelphi University (AU),66.5%
Albany College of Pharmacy and Health Sciences,66.7%
Polytechnic Institute of New York University (NYU-Poly),67.1%
SUNY College of Technology at Canton,67.2%
Niagara University (NU),68.7%
Dominican College of Blauvelt (Dominican),69.0%
Le Moyne College,69.7%
Manhattanville College (Mville),69.3%
Alfred University,70.3%
Cazenovia College,70.7%
The King?s College,70.9%
Nazareth College,71.1%
Saint Joseph's College-New York,71.2%
Marymount Manhattan College (MMC),71.8%
Wagner College,71.9%
Concordia College-New York,72.3%
Houghton College,73.4%
St. Francis College,73.6%
Molloy College,73.7%
Canisius College,73.9%
Paul Smiths College of Arts and Science (Paul Smith's College),74.1%
SUNY College of Agriculture and Technology at Cobleskill (SUNY Cobleskill),74.6%
Clarkson University,76.1%
Hilbert College,76.6%
St. Thomas Aquinas College,77.7%
Dowling College,78.6%
Long Island University-C W Post Campus,78.8%
St. Bonaventure University (St. Bona/Bonas),79.1%
SUNY Empire State College (ESC),80.3%
Culinary Institute of America (CIA),80.6%
Villa Maria College,80.7%
New York College of Health Professions,81.0%
Mount Saint Mary College,81.1%
Utica College (UC),81.3%
D'Youville College (DYC),82.2%
Long Island University-Brooklyn Campus (LIU),83.0%
Vaughn College of Aeronautics and Technology,83.3%
Yeshiva University (YU),84.0%
Pace University-New York,84.2%
Hartwick College,84.7%
Iona College,87.0%
CUNY New York City College of Technology (City Tech),87.2%
Elmira College (EC),88.9%
College of Mount Saint Vincent,91.7%
Trocaire College (Trocaire),92.6%
CUNY Medgar Evers College (Medgar),92.6%
Nyack College,92.7%
CUNY College of Staten Island (CSI),99.4%
University of New Mexico-Main Campus (UNM),63.9%
Eastern New Mexico University-Main Campus (ENMU),66.1%
New Mexico Institute of Mining and Technology (New Mexico Tech),70.8%
New Mexico State University-Main Campus (NMSU),80.1%
St John's College,84.1%
Duke University,14.0%
Davidson College,24.8%
Campbell University,29.4%
University of North Carolina at Chapel Hill (UNC),33.0%
Wake Forest University (WFU),34.0%
Johnson C Smith University,38.1%
Western Carolina University (WCU),38.7%
University of North Carolina School of the Arts,41.7%
Barton College,44.4%
Catawba College,44.9%
Greensboro College,46.7%
Saint Augustine's University (St. Aug),47.1%
Shaw University,48.2%
Elizabeth City State University (ECSU),50.4%
Elon University,51.7%
North Carolina Central University (NCCU),51.8%
Laurel University,52.0%
North Carolina State University at Raleigh (NC State),52.6%
Queens University of Charlotte (Queens),52.7%
University of North Carolina Wilmington (UNCW),52.9%
North Carolina Wesleyan College,53.6%
Brevard College,53.8%
Mount Olive College (MOC),54.0%
Montreat College (Montreat-Anderson College),54.4%
Winston-Salem State University (WSSU),56.5%
Johnson & Wales University-Charlotte,56.5%
Chowan University,57.9%
University of North Carolina at Greensboro (UNCG),58.7%
William Peace University (Peace College),59.2%
Pfeiffer University,59.8%
Methodist University (Methodist),60.6%
East Carolina University (ECU),60.7%
Salem College,60.7%
Appalachian State University,61.8%
Meredith College (Meredith),62.1%
Livingstone College,63.7%
High Point University (HPU),64.2%
Belmont Abbey College (BAC),64.3%
Fayetteville State University (FSU),64.3%
North Carolina A & T State University (NCAT),66.4%
Lenoir-Rhyne University,67.1%
Lees-McRae College,67.5%
Mars Hill College,67.6%
University of North Carolina at Asheville (UNCA),68.5%
University of North Carolina at Pembroke (UNCP),69.8%
University of North Carolina at Charlotte (UNC Charlotte),69.6%
Bennett College for Women,70.7%
Guilford College,80.0%
Wingate University,80.9%
Gardner-Webb University (GWU),83.1%
Warren Wilson College (Warren Wilson/WWC),96.3%
Minot State University (MSU),53.6%
Jamestown College (JC),56.3%
Dickinson State University (DSU),66.5%
University of North Dakota (UND),70.8%
University of Mary (UMary/Marauders),74.7%
Valley City State University,81.2%
North Dakota State University-Main Campus (North Dakota State University),83.5%
Kettering College,21.6%
Art Academy of Cincinnati (AAC),25.6%
Oberlin College,31.3%
Kenyon College,36.0%
Central State University,36.7%
Cleveland Institute of Music,37.8%
Wilberforce University,42.5%
Denison University (DU),49.5%
Notre Dame College,50.9%
Tiffin University,51.0%
Case Western Reserve University (Case),54.3%
University of Dayton (UD),55.2%
The College of Wooster,58.1%
Ursuline College,58.1%
Bluffton University,58.5%
Mercy College of Ohio (MCNWO),60.1%
Hiram College,61.9%
Defiance College,62.3%
Cleveland State University (CSU),63.2%
Lake Erie College (LEC),63.2%
Ohio State University-Main Campus (OSU),64.0%
Baldwin Wallace University (B-W),64.6%
Ohio Dominican University (ODU),66.0%
Cincinnati Christian University,67.0%
Xavier University (XU),67.7%
Marietta College,67.7%
University of Cincinnati-Main Campus (UC),68.0%
The University of Findlay (UF),68.2%
Malone University,69.5%
College of Mount St. Joseph (College of Mount Saint Joseph),69.8%
Ashland University (Ashland College),70.5%
Cleveland Institute of Art,71.1%
Mount Carmel College of Nursing,72.4%
Ohio Christian University,72.5%
Miami University-Oxford (Miami of Ohio),72.8%
Mount Vernon Nazarene University (MVNU),73.2%
Ohio Wesleyan University (OWU),73.6%
Bowling Green State University-Main Campus (BGSU),73.6%
University of Mount Union,74.4%
Capital University,74.9%
Cedarville University (CU),75.4%
Otterbein University,75.5%
Franciscan University of Steubenville (Franciscan),76.0%
Muskingum University,77.0%
Walsh University (Walsh College),77.7%
Ohio University-Main Campus,77.7%
Ohio Northern University (Northern),80.5%
John Carroll University (JCU),81.5%
Columbus College of Art and Design (CCAD),86.7%
Kent State University at Kent (KSU),87.5%
Wittenberg University,91.2%
Wilmington College,91.6%
University of Akron Main Campus (UA),96.7%
University of Science and Arts of Oklahoma (USAO),38.5%
Bacone College,38.7%
University of Tulsa (Tulsa University),40.7%
Saint Gregorys University,42.7%
Oklahoma Christian University (OC),44.7%
Hillsdale Free Will Baptist College,45.2%
Oklahoma Wesleyan University,50.6%
Rogers State University (RSU),54.8%
Oral Roberts University (ORU),59.3%
Oklahoma Panhandle State University,61.4%
Oklahoma Baptist University,62.0%
Oklahoma City University (OCU),69.8%
Northwestern Oklahoma State University (NWOSU),73.4%
Southeastern Oklahoma State University (SE),74.9%
Northeastern State University (NSU),75.7%
Oklahoma State University-Main Campus (OSU),77.6%
University of Central Oklahoma (UCO),78.9%
University of Oklahoma Norman Campus (University of Oklahoma),79.1%
Southwestern Christian University (SCU),88.3%
Southwestern Oklahoma State University (SWOSU),90.9%
East Central University (ECU),95.4%
New Hope Christian College,29.2%
Corban University (Warriors),34.0%
Reed College,35.9%
Concordia University-Portland,53.2%
Warner Pacific College,57.8%
Pacific Northwest College of Art,57.8%
Oregon Institute of Technology (OIT),64.1%
Lewis & Clark College,64.2%
Eastern Oregon University (EOU),65.0%
Portland State University (PSU),66.3%
University of Portland (UP),66.5%
Northwest Christian University (NCC),66.3%
University of Oregon (UO),73.0%
Southern Oregon University (SOU),74.6%
George Fox University,75.5%
Oregon State University (OSU),77.7%
Linfield College-McMinnville Campus (LC),82.8%
Willamette University,83.1%
Pacific University (Pacific),84.6%
Western Oregon University (Western Oregon State College),87.6%
Curtis Institute of Music,11.1%
University of Pennsylvania (Penn),12.6%
Swarthmore College,14.2%
Haverford College,22.9%
Lincoln University of Pennsylvania,25.0%
Bucknell University,27.0%
Carnegie Mellon University,27.8%
Lancaster General College of Nursing & Health Sciences (PA College),28.0%
Lehigh University (LU),32.6%
Lafayette College,34.5%
Franklin and Marshall College (F&M;),39.3%
Dickinson College,40.2%
Pennsylvania College of Art and Design,40.3%
Gettysburg College,40.3%
Washington & Jefferson College (W&J;),40.8%
Baptist Bible College & Seminary of Pennsylvania (BBC),41.2%
Bryn Mawr College,41.4%
Edinboro University of Pennsylvania,43.9%
Bryn Athyn College of the New Church,45.4%
Villanova University (VU),45.6%
Muhlenberg College,46.1%
Clarion University of Pennsylvania,46.7%
Albright College,46.7%
West Chester University of Pennsylvania (WCU),49.9%
Rosemont College,49.9%
La Roche College (LRC),52.0%
Lancaster Bible College,52.3%
Pennsylvania State University-Main Campus (Penn State),52.4%
Moore College of Art and Design,54.4%
Pennsylvania State University-World Campus,54.7%
Arcadia University (Beaver College),56.6%
Westminster College,56.6%
University of Pittsburgh-Pittsburgh Campus (Pitt),57.9%
Indiana University of Pennsylvania-Main Campus (IUP),58.3%
Misericordia University,58.8%
California University of Pennsylvania (Cal U),59.1%
Chatham University,59.6%
Lock Haven University (LHU),61.5%
Cedar Crest College,61.1%
Carlow University,61.2%
Slippery Rock University of Pennsylvania (SRU),61.4%
Bloomsburg University of Pennsylvania (BU),62.9%
Wilson College,62.2%
Millersville University of Pennsylvania (MU),62.9%
Allegheny College,63.3%
University of the Sciences (USP),63.3%
Messiah College,64.2%
Lebanon Valley College (LVC),64.8%
Thiel College,65.2%
Saint Vincent College,65.8%
Seton Hill University,66.2%
Widener University-Main Campus,66.3%
Gwynedd Mercy College,66.4%
Juniata College,66.4%
Eastern University,66.6%
Holy Family University (HF),67.1%
Temple University,67.2%
Kutztown University of Pennsylvania (KU),67.6%
University of Pittsburgh-Bradford,68.7%
University of Scranton,68.8%
Mansfield University of Pennsylvania (Mansfield University),69.0%
Marywood University (Marywood),69.1%
The University of the Arts (UArts),69.3%
Elizabethtown College,69.6%
Ursinus College,69.8%
King's College (Kings College),69.8%
DeSales University,71.6%
Lycoming College,71.6%
Philadelphia University (PhilaU),71.9%
Valley Forge Christian College (VFCC),72.2%
Geneva College,72.3%
Cabrini College,72.7%
La Salle University,73.9%
Cairn University (PBU),73.9%
York College Pennsylvania (YCP),73.9%
Saint Francis University,74.1%
Pennsylvania State University-Penn State Shenango,74.4%
Delaware Valley College,74.4%
Duquesne University (DU),74.7%
Drexel University,74.9%
Mount Aloysius College,75.9%
Susquehanna University,75.5%
Point Park University,76.2%
Wilkes University (Wilkes),76.3%
Waynesburg University (Waynesburg College),76.4%
Mercyhurst University,76.7%
Neumann University (Neumann),78.8%
Pennsylvania State University-Penn State Abington (PSU),78.2%
Moravian College and Moravian Theological Seminary,78.3%
Saint Joseph's University,78.3%
Pennsylvania State University-Penn State York,78.9%
Pennsylvania State University-Penn State Harrisburg,79.1%
Pennsylvania State University-Penn State Schuylkill,79.5%
Pennsylvania State University-Penn State New Kensington,79.9%
Immaculata University (IU),79.9%
Shippensburg University of Pennsylvania (Ship),80.6%
Alvernia University,80.5%
East Stroudsburg University of Pennsylvania (ESU),80.6%
Pennsylvania State University-Penn State Greater Allegheny,81.1%
Pennsylvania State University-Penn State Worthington Scranton,81.7%
Pennsylvania State University-Penn State Berks,81.8%
Robert Morris University (RMU),82.3%
Pennsylvania State University-Penn State Erie-Behrend College,82.5%
Gannon University,83.1%
Pennsylvania State University-Penn State Brandywine,83.3%
Grove City College,84.2%
Pennsylvania State University-Penn State Altoona,84.5%
Pennsylvania State University-Penn State Mont Alto,84.8%
University of Pittsburgh-Greensburg,85.6%
Pennsylvania State University-Penn State Beaver,86.4%
Pennsylvania State University-Penn State Hazleton,86.8%
Pennsylvania State University-Penn State Lehigh Valley,87.4%
Pennsylvania State University-Penn State Dubois,87.5%
Pennsylvania State University-Penn State Wilkes-Barre,87.8%
University of Pittsburgh-Johnstown (Pitt-Johnson),87.9%
Pennsylvania State University-Penn State Fayette- Eberly Campus,89.5%
Chestnut Hill College,90.0%
Keystone College,91.3%
Brown University,9.6%
Rhode Island School of Design (RISD),25.4%
Providence College (PC),61.0%
Salve Regina University,69.7%
Johnson & Wales University-Providence (JWU),71.4%
Rhode Island College (RIC),73.0%
Bryant University,76.7%
Roger Williams University (RWU),77.1%
University of Rhode Island (URI),85.4%
Newberry College,33.7%
Claflin University,39.1%
Lander University,42.3%
University of South Carolina-Aiken (USC Aiken),51.0%
Converse College,51.3%
Limestone College,53.1%
Presbyterian College,57.8%
Coker College (Coker),57.8%
Francis Marion University (FMU),58.9%
North Greenville University,60.5%
Wofford College,62.7%
University of South Carolina-Columbia (SC),63.1%
Clemson University (CU),63.3%
Columbia International University,64.3%
Columbia College,64.6%
University of South Carolina-Upstate (USC Upstate),64.9%
Erskine College,65.8%
Winthrop University,70.7%
Anderson University,71.2%
College of Charleston,73.5%
Coastal Carolina University,74.6%
University of South Carolina-Beaufort (USC Beaufort),74.6%
Citadel Military College of South Carolina,76.9%
Furman University,77.5%
Voorhees College,81.4%
Charleston Southern University (CSU),82.2%
Southern Wesleyan University (SWU),96.2%
South Carolina State University (SC State),97.1%
University of South Dakota (USD),49.3%
University of Sioux Falls,55.5%
Mount Marty College,71.4%
Dakota Wesleyan University,73.3%
Presentation College,73.5%
Augustana College,75.6%
South Dakota School of Mines and Technology,88.4%
Dakota State University (Dakota State),88.8%
Northern State University (NSU),89.8%
Black Hills State University (BHSU),91.0%
South Dakota State University (SDSU),91.7%
Fisk University,10.5%
Vanderbilt University (VU),14.2%
Le Moyne-Owen College,23.3%
Baptist Memorial College of Health Sciences,24.6%
Lane College,33.4%
Freed-Hardeman University,43.7%
Southern Adventist University,45.5%
Christian Brothers University (CBU),46.5%
Cumberland University (CU),47.1%
Memphis College of Art (MCA),50.2%
Bryan College-Dayton (William Jennings Bryan College),52.1%
Lipscomb University (David Lipscomb University),52.2%
Tennessee Temple University,53.3%
Hiwassee College,53.8%
Rhodes College,54.6%
Bethel University,55.3%
Sewanee-The University of the South,58.8%
Johnson University,59.6%
University of Memphis (U of M),62.4%
Maryville College,65.7%
Lincoln Memorial University (LMU),65.2%
Carson-Newman University,65.6%
Middle Tennessee State University (MTSU),66.9%
The University of Tennessee (UT),67.3%
Milligan College,67.3%
O'More College of Design,68.7%
King College,72.2%
Tusculum College,72.2%
Union University,75.0%
The University of Tennessee-Martin (UT Martin),75.5%
Tennessee Wesleyan College,75.8%
The University of Tennessee at Chattanooga (UTC),75.9%
Trevecca Nazarene University,76.7%
Austin Peay State University (APSU),83.5%
Belmont University,84.1%
East Tennessee State University (ETSU),86.9%
Lee University,89.1%
Tennessee Technological University (Tennessee Tech University),93.2%
Rice University,16.7%
Texas A & M University-Texarkana (A&M-Texarkana;),34.8%
Houston Baptist University (HBU),35.0%
University of Mary Hardin-Baylor (UMHB),35.9%
Southwestern Assemblies of God University,38.2%
Prairie View A & M University (PVAMU),39.2%
Texas A & M University-Commerce (A&M; Commerce),39.2%
Texas Christian University (TCU),40.9%
Dallas Baptist University (DBU),41.3%
LeTourneau University (LETU),43.3%
Abilene Christian University (ACU),45.5%
The University of Texas at Austin (UT Austin),46.7%
Texas A & M International University (A&M;),47.0%
Concordia University-Texas,48.7%
Texas Wesleyan University,49.6%
Howard Payne University,50.3%
University of Houston-Victoria,50.7%
The University of Texas at Dallas (UTD),52.0%
Texas Lutheran University (TLU),52.6%
Texas Southern University (TSU),53.1%
Hardin-Simmons University (HSU),53.6%
Southern Methodist University (SMU),53.8%
Huston-Tillotson University,54.1%
St. Mary's University,54.9%
McMurry University (McMurray University),54.9%
Texas A & M University-Galveston,55.3%
Stephen F Austin State University (SFASU),55.8%
University of Houston (UH),56.2%
Northwood University-Texas,58.6%
East Texas Baptist University,59.0%
Austin College,59.1%
Southwestern University (SU),60.5%
Baylor University,60.7%
Tarleton State University (Tarlton),62.1%
Saint Edward's University,62.8%
Schreiner University,63.4%
University of North Texas (UNT),64.2%
Texas Tech University (TTU),64.3%
Trinity University (Trinity),64.3%
Our Lady of the Lake University-San Antonio,64.9%
Sam Houston State University (SHSU),65.0%
Texas A & M University-College Station (Texas A&M;),66.9%
Texas State University-San Marcos (Texas State),66.1%
The University of Texas-Pan American (UT-Pan American),68.4%
The University of Texas at Arlington (UT Arlington),69.0%
West Texas A & M University (WTAMU),69.4%
Midwestern State University (MSU),75.3%
The University of Texas at San Antonio (UTSA),78.2%
The University of Texas at Tyler (UT Tyler),79.5%
University of St Thomas (UST),80.0%
The University of Texas of the Permian Basin (UT Permian Basin),81.9%
Sul Ross State University,85.1%
Paul Quinn College,85.5%
Texas Woman's University (TWU),86.2%
University of Dallas (UD),87.6%
Lamar University,88.4%
Texas A & M University-Corpus Christi,89.7%
Angelo State University (San Angelo State),90.3%
Lubbock Christian University,92.8%
Texas A & M University-Kingsville (TAMUK),93.5%
University of the Incarnate Word (UIW),94.1%
Wayland Baptist University (WBU),96.6%
The University of Texas at El Paso (UTEP),99.8%
North American College,100.0%
Brigham Young University-Provo (BYU),54.9%
Southern Utah University (SUU),57.3%
Westminster College,69.5%
University of Utah (The U),82.6%
Utah State University (USU),97.2%
Middlebury College,18.3%
Bennington College,63.0%
Norwich University,64.8%
Green Mountain College,67.4%
Champlain College,73.9%
University of Vermont (UVM),76.7%
Saint Michael's College,78.0%
Marlboro College,78.5%
Burlington College,78.4%
Landmark College,79.1%
Southern Vermont College (SVC),79.9%
Vermont Technical College (VTC),84.3%
Castleton State College,88.9%
Johnson State College,97.1%
Lyndon State College,97.8%
Washington and Lee University (W&L;),19.5%
University of Virginia-Main Campus (UVA),29.5%
University of Richmond (UR),30.3%
College of William and Mary (William and Mary),32.2%
Hampton University (HU),36.4%
Jefferson College of Health Sciences,41.5%
Virginia Military Institute (VMI),46.1%
Randolph-Macon College,54.0%
Bluefield College,53.2%
Mary Baldwin College (MBC),54.0%
George Mason University (Mason),54.9%
Bridgewater College (BC),54.3%
Hampden-Sydney College (HSC),55.6%
Averett University (AU),57.7%
James Madison University (JMU),61.3%
Virginia Commonwealth University (VCU),64.6%
Christopher Newport University (CNU),64.6%
Hollins University,66.0%
Norfolk State University (Norfolk State),67.3%
Lynchburg College (LC),67.4%
Roanoke College,69.3%
Eastern Mennonite University (EMU),70.1%
Virginia Polytechnic Institute and State University (Virginia Tech),70.4%
Emory & Henry College,72.1%
Old Dominion University (ODU),73.7%
Radford University (RU),76.4%
University of Mary Washington (Mary Washington College),76.8%
Shenandoah University (SU),77.0%
Longwood University (LU),77.6%
Sweet Briar College,79.3%
Marymount University,80.2%
Ferrum College,81.8%
Regent University,82.3%
The University of Virginia's College at Wise (UVA-Wise),82.9%
Randolph College,83.2%
Virginia State University (VSU),83.7%
Virginia Wesleyan College (VWC),85.8%
Virginia Union University,92.8%
Virginia Intermont College,98.3%
Southern Virginia University (SVU),98.8%
Saint Pauls College,100.0%
Trinity Lutheran College,45.5%
Whitman College,48.6%
Whitworth University,52.2%
University of Puget Sound,53.7%
University of Washington-Seattle Campus (UW-Seattle),58.4%
Gonzaga University (GU),61.6%
Cornish College of the Arts,61.8%
Northwest University,63.6%
Seattle University (Seattle U.),71.5%
Pacific Lutheran University (PLU),73.6%
University of Washington-Bothell Campus (UWB),73.7%
Walla Walla University,74.4%
Washington State University (WSU),76.0%
University of Washington-Tacoma Campus (UWT),77.0%
Eastern Washington University (EWU),79.0%
Seattle Pacific University (SPU),79.5%
Western Washington University,79.7%
Central Washington University (CWU),80.2%
Saint Martin's University,82.3%
The Evergreen State College (Evergreen),98.4%
Bluefield State College,39.6%
Alderson Broaddus College,40.6%
Ohio Valley University,41.5%
Bethany College,43.3%
West Virginia University Institute of Technology,45.9%
Concord University,49.1%
Fairmont State University (Fairmont State),54.9%
University of Charleston,56.0%
Wheeling Jesuit University,66.2%
West Virginia State University (WVSU),68.7%
West Liberty University,69.9%
Marshall University (MU),73.2%
West Virginia Wesleyan College,77.5%
Davis & Elkins College (Davis and Elkins College),79.2%
Glenville State College,84.1%
West Virginia University (WVU),84.8%
Shepherd University,87.5%
Cardinal Stritch University (Stritch),42.1%
Mount Mary College,48.8%
Silver Lake College of the Holy Family (SLC),53.0%
Marquette University,55.2%
Milwaukee School of Engineering (MSOE),57.0%
Lakeland College,60.5%
Alverno College,65.0%
Northland College,66.3%
Beloit College,67.1%
Wisconsin Lutheran College (WLC),67.7%
University of Wisconsin-Madison (UW),68.6%
Viterbo University (Viterbo),69.2%
Milwaukee Institute of Art & Design (MIAD),69.9%
Carthage College (Carthage),70.1%
Concordia University-Wisconsin (CUW),70.2%
Edgewood College,73.2%
University of Wisconsin-Stevens Point (UWSP),75.6%
Maranatha Baptist Bible College (MBBC),75.6%
Lawrence University (Lawrence),76.2%
University of Wisconsin-La Crosse (UW-L),76.5%
University of Wisconsin-Eau Claire (UW-Eau Claire),76.7%
Marian University,77.0%
Ripon College,77.5%
Carroll University,78.2%
University of Wisconsin-Parkside (UW-P),78.6%
Saint Norbert College (SNC),80.1%
University of Wisconsin-Whitewater (UW Whitewater),81.6%
University of Wisconsin-Oshkosh (OW Oshkosh),83.7%
University of Wisconsin-Green Bay (UW-Green Bay),85.6%
University of Wisconsin-Milwaukee (UWM),87.9%
University of Wisconsin-Stout (UW-Stout),88.4%
University of Wisconsin-Superior,89.4%
University of Wisconsin-River Falls (UW-River Falls),90.9%
University of Wisconsin-Platteville (UWP),96.9%
University of Wyoming (UW),96.0%Oakwood University,31.7%
Stillman College,41.0%
Alabama State University,46.0%
Spring Hill College (SHC),47.4%
University of West Alabama (UWA),48.6%
The University of Alabama (UA),53.1%
Alabama A & M University (A&M;),54.4%
Huntingdon College,60.5%
Troy University (TROY),62.3%
Tuskegee University,64.5%
Birmingham Southern College,65.2%
University of Alabama at Birmingham (UAB),72.2%
Auburn University at Montgomery (AUM),74.0%
Samford University,75.6%
University of Alabama in Huntsville (UAH),77.7%
Auburn University (AU),77.2%
University of Montevallo (UM),77.7%
University of Mobile,80.4%
Judson College,81.6%
Jacksonville State University (JSU),82.3%
University of South Alabama (USA),87.2%
University of North Alabama (UNA),88.5%
Alaska Pacific University,63.2%
Arizona Christian University,71.3%
University of Arizona (UA),71.4%
Northern Arizona University (NAU),76.3%
Prescott College (PC),81.5%
Embry-Riddle Aeronautical University-Prescott,82.3%
Arizona State University (ASU),88.9%
University of Arkansas at Pine Bluff (UAPB),32.8%
Ecclesia College,36.2%
Central Baptist College (CBC),45.0%
University of Arkansas-Fort Smith (UAFS),54.3%
Henderson State University,61.5%
Williams Baptist College (WBC),62.6%
University of Arkansas (UARK),63.5%
Lyon College,63.6%
Southern Arkansas University Main Campus (SAU),64.6%
John Brown University,64.6%
Ouachita Baptist University (OBU),69.1%
Arkansas State University-Main Campus,70.6%
Harding University,74.6%
Hendrix College,83.0%
Arkansas Tech University (ATU),88.0%
University of the Ozarks (Ozarks),91.0%
University of Central Arkansas (UCA),92.9%
University of Arkansas at Little Rock (UALR),99.5%
Stanford University,6.6%
California Institute of Technology (Caltech),12.8%
Pomona College,13.0%
Claremont McKenna College,13.6%
Pitzer College,16.1%
Harvey Mudd College (HMC),19.2%
University of Southern California (USC),19.9%
University of California-Berkeley (UC Berkeley),21.6%
California Institute of the Arts (CalArts),24.7%
University of California-Los Angeles (UCLA),25.5%
California State University-Long Beach (CSULB),30.4%
Scripps College,32.4%
San Diego State University (SDSU),32.9%
University of California-San Diego (UCSD),35.3%
California State University-East Bay (CSUEB),35.7%
California Polytechnic State University-San Luis Obispo (Cal Poly),37.4%
University of the Pacific (UOP),37.8%
Pepperdine University,38.4%
Laguna College of Art and Design,39.6%
University of La Verne,39.9%
Occidental College (OXY),39.3%
University of San Diego (USD),42.6%
San Diego Christian College,42.6%
Chapman University,43.6%
Soka University of America,45.8%
California State University-Fullerton (CSUF),46.7%
University of California-Santa Barbara (UCSB),46.3%
California State University-Monterey Bay (CSUMB),47.0%
California Lutheran University (CLU),47.3%
Pacific Union College (PUC),47.3%
University of California-Irvine (UCI),47.5%
San Francisco Conservatory of Music,47.5%
University of California-Davis (UC Davis),48.3%
La Sierra University,48.5%
Azusa Pacific University (APU),49.2%
Loyola Marymount University (LMU),50.2%
Holy Names University,51.1%
Hope International University (Hope),51.9%
Columbia College Hollywood,53.5%
California State University-Dominguez Hills (CSUDH),53.1%
California State University-Channel Islands (CI),53.8%
Santa Clara University (SCU),54.4%
Otis College of Art and Design (Otis Art Institute),54.9%
California State Polytechnic University-Pomona (Cal Poly Pomona),55.1%
Dominican University of California (DUofC),55.8%
Point Loma Nazarene University (PLNU),55.9%
California State University-San Bernardino (CSUSB),58.2%
California State University-San Marcos (CSUSM),58.5%
Mount St. Mary's College,60.1%
California State University-Fresno (Fresno State),60.4%
Simpson University (Simpson College),61.6%
California State University-Northridge (CSUN),62.3%
Mills College,62.6%
San Francisco Art Institute,62.8%
Whittier College,63.6%
William Jessup University (San Jose Christian College),63.5%
University of Redlands,64.8%
San Francisco State University (SFSU),65.0%
Saint Marys College of California (SMC),65.7%
The Master's College and Seminary,65.8%
Westmont College,66.0%
California State University-Bakersfield (CSUB),67.0%
Vanguard University of Southern California,67.1%
California State University-Sacramento (Sacramento State),67.1%
University of California-Santa Cruz (UC Santa Cruz),67.3%
University of California-Riverside (UCR),68.2%
University of San Francisco (USF),69.2%
California State University-Los Angeles (Cal State LA),69.4%
Concordia University-Irvine (Concordia University Irvine),69.5%
California Maritime Academy (CMA),71.7%
Fresno Pacific University,72.7%
California Baptist University (CBU),73.3%
California State University-Chico,74.0%
Biola University,74.7%
Notre Dame de Namur University (NDNU),74.8%
San Jose State University (SJSU),75.1%
Woodbury University,76.1%
California State University-Stanislaus (CSU Stanislaus),76.6%
University of California-Merced (UCM),80.0%
Humboldt State University (HSU),81.2%
Art Center College of Design,81.1%
California College of the Arts (CCA),83.2%
Sonoma State University (SSU),84.9%
Menlo College,92.2%
United States Air Force Academy,9.9%
Colorado College,23.2%
Colorado School of Mines (Mines),44.6%
University of Colorado Colorado Springs (UCCS),60.2%
Adams State University,60.7%
Johnson & Wales University-Denver,61.8%
Metropolitan State University of Denver (Metro State),63.0%
University of Denver (DU),67.6%
University of Northern Colorado (UNC),69.7%
University of Colorado Denver (UCDHSC),74.1%
Colorado State University-Fort Collins (CSU),74.7%
Colorado Mesa University (MSC),82.4%
Colorado Christian University (CCU),83.4%
University of Colorado Boulder (CU Boulder),83.6%
Regis University,86.8%
Fort Lewis College (FLC),88.5%
Colorado State University-Pueblo (CSU-Pueblo),93.8%
Western State Colorado University,95.7%
Yale University,7.7%
United States Coast Guard Academy,15.9%
Wesleyan University,24.2%
Trinity College,33.7%
Connecticut College,34.4%
University of Hartford (UHart),41.4%
University of Connecticut-Stamford,44.6%
University of Connecticut (UCONN),44.7%
University of Connecticut-Tri-Campus,49.5%
Sacred Heart University (SHU),53.7%
Western Connecticut State University (WestConn),59.0%
Mitchell College,59.7%
University of Connecticut-Avery Point,61.0%
Central Connecticut State University (CCSU),64.0%
University of Bridgeport (UB),63.5%
Eastern Connecticut State University (Eastern),67.4%
Quinnipiac University,68.7%
Fairfield University,69.4%
University of New Haven (UNH),71.5%
Southern Connecticut State University (SCSU),75.5%
Albertus Magnus College,81.3%
University of Saint Joseph (St. Joseph College),81.6%
Delaware State University (Del State),42.7%
Goldey-Beacom College,53.7%
University of Delaware (UD),59.4%
Wesley College,62.6%
Trinity College of Florida,21.6%
Edward Waters College,27.5%
Florida Christian College (FCC),34.6%
The Baptist College of Florida,36.3%
St. Thomas University,39.4%
University of Miami (UM),39.7%
Florida International University (FIU),40.5%
Flagler College-St Augustine (Flagler),41.5%
Florida Atlantic University (FAU),42.3%
University of South Florida-Main Campus (USF),43.2%
University of Florida (UF),44.1%
Jacksonville University (JU),46.1%
University of Central Florida (UCF),46.2%
The University of Tampa (UT),46.9%
Florida Agricultural and Mechanical University (FAMU),48.6%
University of South Florida-St. Petersburg,51.3%
University of North Florida (UNF),52.0%
Warner University,52.4%
Florida State University (FSU),53.7%
Northwood University-Florida,54.0%
Nova Southeastern University (NSU),55.5%
Johnson & Wales University-North Miami,55.7%
Florida Southern College (Florida Southern),55.7%
Rollins College (Rollins),55.8%
Florida Institute of Technology (Florida Tech),59.0%
New College of Florida,59.6%
Stetson University,60.3%
The University of West Florida (UWF),60.8%
Ave Maria University,65.2%
Florida Memorial University,65.8%
Webber International University,66.8%
Florida College,67.6%
Florida Gulf Coast University (FGCU),67.6%
